dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox_test_acc,blackbox,gower_dist,loss,sparsity
compas,0,42,3,251,1,"[25, 1, 0, 15, 1, 0, 1, 1, 1, 2]",1,1,"[48.97573978147473, 1.0, 0.0, 6.387843588700315, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0]",0,True,False,64,211.594,0.7725,rf,0.03785086346187863,0.11892543173093932,0.8
compas,0,42,3,251,2,"[25, 1, 0, 15, 1, 0, 1, 1, 1, 2]",1,1,"[51.714173127089154, 1.0, 0.0, 5.321532311471741, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0]",0,True,False,64,211.762,0.7725,rf,0.0422567275996126,0.12112836379980631,0.8
compas,0,42,3,251,3,"[25, 1, 0, 15, 1, 0, 1, 1, 1, 2]",1,1,"[46.74671701191376, 1.0, 0.0, 5.258208503935386, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0]",0,True,False,64,212.329,0.7725,rf,0.03626217809595944,0.11813108904797973,0.8
compas,0,42,3,251,4,"[25, 1, 0, 15, 1, 0, 1, 1, 1, 2]",1,1,"[48.66839355366493, 1.0, 0.0, 4.8941734828668775, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0]",0,True,False,64,212.533,0.7725,rf,0.03896972109477328,0.11948486054738665,0.8
compas,0,42,3,256,0,"[19, 1, 0, 2, 21, 0, 1, 0, 1, 14]",1,1,"[59.944771379081686, 1.0, 0.0, 2.0, 21.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,64,222.584,0.7725,rf,0.049932648023270354,0.07496632401163518,0.9
compas,0,42,3,256,1,"[19, 1, 0, 2, 21, 0, 1, 0, 1, 14]",1,1,"[60.42842233076185, 1.0, 0.0, 2.0, 21.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,64,222.861,0.7725,rf,0.050522466257026645,0.07526123312851332,0.9
compas,0,42,3,256,2,"[19, 1, 0, 2, 21, 0, 1, 0, 1, 14]",1,1,"[59.659020378185474, 1.0, 0.0, 2.0, 21.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,64,222.207,0.7725,rf,0.049584171192909116,0.07479208559645456,0.9
compas,0,42,3,256,3,"[19, 1, 0, 2, 21, 0, 1, 0, 1, 14]",1,1,"[59.74284253108393, 1.0, 0.0, 2.0, 21.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,64,223.101,0.7725,rf,0.04968639333059016,0.07484319666529508,0.9
compas,0,42,3,256,4,"[19, 1, 0, 2, 21, 0, 1, 0, 1, 14]",1,1,"[59.65140300961777, 1.0, 0.0, 2.0, 21.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,64,222.598,0.7725,rf,0.04957488171904607,0.07478744085952303,0.9
compas,0,42,3,261,0,"[33, 1, 0, 16, 243, 1, 1, 0, 1, 0]",1,1,"[54.48530103145274, 1.0, 0.0, 1.4245010544480075, 243.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0,True,False,64,190.679,0.7725,rf,0.14077708556927485,0.22038854278463743,0.7
compas,0,42,3,261,1,"[33, 1, 0, 16, 243, 1, 1, 0, 1, 0]",1,1,"[38.64755419694049, 1.0, 0.0, 1.4993073526560985, 243.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0,True,False,64,191.464,0.7725,rf,0.12138795386312498,0.2106939769315625,0.7
compas,0,42,3,261,2,"[33, 1, 0, 16, 243, 1, 1, 0, 1, 0]",1,1,"[53.86394054336044, 1.0, 0.0, 0.4714102311101781, 243.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0,True,False,64,190.425,0.7725,rf,0.1409724196998172,0.22048620984990863,0.7
compas,0,42,3,261,3,"[33, 1, 0, 16, 243, 1, 1, 0, 1, 0]",1,1,"[38.48958459821852, 1.0, 0.0, 1.4259775015106835, 243.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0,True,False,64,191.689,0.7725,rf,0.12126863786217044,0.21063431893108525,0.7
compas,0,42,3,261,4,"[33, 1, 0, 16, 243, 1, 1, 0, 1, 0]",1,1,"[37.56833460265211, 1.0, 0.0, 0.0, 243.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0,True,False,64,193.272,0.7725,rf,0.12157113975933186,0.21078556987966596,0.7
compas,0,42,3,265,0,"[27, 1, 0, 3, 1, 0, 1, 1, 1, 0]",1,1,"[49.57766630010171, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,218.699,0.7725,rf,0.02753373939036794,0.06376686969518397,0.9
compas,0,42,3,265,1,"[27, 1, 0, 3, 1, 0, 1, 1, 1, 0]",1,1,"[51.287787445926604, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,218.01,0.7725,rf,0.029619252982837324,0.06480962649141866,0.9
compas,0,42,3,265,2,"[27, 1, 0, 3, 1, 0, 1, 1, 1, 0]",1,1,"[51.740554837295974, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,218.293,0.7725,rf,0.030171408338165825,0.06508570416908291,0.9
compas,0,42,3,265,3,"[27, 1, 0, 3, 1, 0, 1, 1, 1, 0]",1,1,"[49.430240197551775, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,220.479,0.7725,rf,0.027353951460428995,0.0636769757302145,0.9
compas,0,42,3,265,4,"[27, 1, 0, 3, 1, 0, 1, 1, 1, 0]",1,1,"[51.33909157560539, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,219.123,0.7725,rf,0.02968181899464072,0.06484090949732037,0.9
compas,0,42,3,267,0,"[21, 0, 0, 1, 11, 1, 1, 0, 1, 1]",1,0,"[37.38801957716159, 0.0, 0.0, 1.0, 11.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,204.677,0.7725,rf,0.11998538972824585,0.15999269486412293,0.8
compas,0,42,3,267,1,"[21, 0, 0, 1, 11, 1, 1, 0, 1, 1]",1,0,"[36.79502522948692, 0.0, 0.0, 1.0, 11.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,204.674,0.7725,rf,0.1192622258896182,0.1596311129448091,0.8
compas,0,42,3,267,2,"[21, 0, 0, 1, 11, 1, 1, 0, 1, 1]",1,0,"[34.59716062209739, 0.0, 0.0, 1.0, 11.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,204.269,0.7725,rf,0.11658190319767975,0.15829095159883988,0.8
compas,0,42,3,267,3,"[21, 0, 0, 1, 11, 1, 1, 0, 1, 1]",1,0,"[38.11280913810814, 0.0, 0.0, 1.0, 11.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,205.314,0.7725,rf,0.12086927943671724,0.16043463971835864,0.8
compas,0,42,3,267,4,"[21, 0, 0, 1, 11, 1, 1, 0, 1, 1]",1,0,"[38.19567299276914, 0.0, 0.0, 1.0, 11.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,204.015,0.7725,rf,0.12097033291801114,0.16048516645900557,0.8
compas,0,42,3,271,0,"[26, 0, 0, 1, 1, 0, 1, 0, 1, 27]",1,0,"[58.81208997817209, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 27.0]",0,True,False,64,210.727,0.7725,rf,0.040014743875819624,0.07000737193790982,0.9
compas,0,42,3,271,1,"[26, 0, 0, 1, 1, 0, 1, 0, 1, 27]",1,0,"[59.302227979267485, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 27.0]",0,True,False,64,210.793,0.7725,rf,0.04061247314544816,0.07030623657272408,0.9
compas,0,42,3,271,2,"[26, 0, 0, 1, 1, 0, 1, 0, 1, 27]",1,0,"[60.23675585029367, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 27.0]",0,True,False,64,210.807,0.7725,rf,0.04175214128084594,0.07087607064042298,0.9
compas,0,42,3,271,3,"[26, 0, 0, 1, 1, 0, 1, 0, 1, 27]",1,0,"[59.81980728240987, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 27.0]",0,True,False,64,211.847,0.7725,rf,0.041243667417573016,0.07062183370878651,0.9
compas,0,42,3,271,4,"[26, 0, 0, 1, 1, 0, 1, 0, 1, 27]",1,0,"[59.56440803673577, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 27.0]",0,True,False,64,210.233,0.7725,rf,0.040932204922848506,0.07046610246142426,0.9
compas,0,42,3,283,0,"[54, 1, 2, 14, 1, 1, 1, 1, 1, 28]",1,0,"[54.0, 1.0, 2.0, 6.051805347412967, 1.0, 1.0, 1.0, 1.0, 1.0, 28.0]",0,True,False,64,202.344,0.7725,rf,0.007948194652587033,0.05397409732629352,0.9
compas,0,42,3,283,1,"[54, 1, 2, 14, 1, 1, 1, 1, 1, 28]",1,0,"[54.0, 1.0, 2.0, 1.9968698392625388, 1.0, 1.0, 1.0, 1.0, 1.0, 28.0]",0,True,False,64,202.738,0.7725,rf,0.012003130160737462,0.056001565080368736,0.9
compas,0,42,3,283,2,"[54, 1, 2, 14, 1, 1, 1, 1, 1, 28]",1,0,"[54.0, 1.0, 2.0, 3.962679401806845, 1.0, 1.0, 1.0, 1.0, 1.0, 28.0]",0,True,False,64,202.683,0.7725,rf,0.010037320598193155,0.05501866029909658,0.9
compas,0,42,3,283,3,"[54, 1, 2, 14, 1, 1, 1, 1, 1, 28]",1,0,"[54.0, 1.0, 2.0, 6.08806613835661, 1.0, 1.0, 1.0, 1.0, 1.0, 28.0]",0,True,False,64,203.447,0.7725,rf,0.00791193386164339,0.0539559669308217,0.9
compas,0,42,3,283,4,"[54, 1, 2, 14, 1, 1, 1, 1, 1, 28]",1,0,"[54.0, 1.0, 2.0, 6.080870198693159, 1.0, 1.0, 1.0, 1.0, 1.0, 28.0]",0,True,False,64,202.657,0.7725,rf,0.007919129801306843,0.05395956490065342,0.9
compas,0,42,3,292,0,"[26, 1, 0, 14, 0, 0, 1, 0, 1, 1]",1,1,"[56.52592025503304, 1.0, 0.0, 1.3508661000354172, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,217.491,0.7725,rf,0.04987586591829757,0.12493793295914879,0.8
compas,0,42,3,292,1,"[26, 1, 0, 14, 0, 0, 1, 0, 1, 1]",1,1,"[60.23558059037292, 1.0, 0.0, 12.811973590852503, 0.0, 0.0, 1.0, 0.0, 1.0, 5.7254674246880235]",0,True,False,64,219.281,0.7725,rf,0.043332523398244976,0.17166626169912252,0.7
compas,0,42,3,292,2,"[26, 1, 0, 14, 0, 0, 1, 0, 1, 1]",1,1,"[51.35370026855313, 1.0, 0.0, 9.804069147556108, 0.0, 0.0, 1.0, 0.0, 1.0, 7.6595358568662215]",0,True,False,64,219.721,0.7725,rf,0.035670038842816644,0.16783501942140835,0.7
compas,0,42,3,292,3,"[26, 1, 0, 14, 0, 0, 1, 0, 1, 1]",1,1,"[59.82433160620754, 1.0, 0.0, 5.149342012946967, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,219.58,0.7725,rf,0.050099842872671975,0.125049921436336,0.8
compas,0,42,3,292,4,"[26, 1, 0, 14, 0, 0, 1, 0, 1, 1]",1,1,"[56.32747743297115, 1.0, 0.0, 1.4479757970033869, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,217.39,0.7725,rf,0.049536752779790694,0.12476837638989535,0.8
compas,0,42,3,296,0,"[38, 1, 0, 10, 0, 0, 1, 0, 1, 10]",1,0,"[60.042894395619605, 1.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 0.0, 10.0]",0,True,False,64,205.681,0.7725,rf,0.12688157853124343,0.16344078926562172,0.8
compas,0,42,3,296,1,"[38, 1, 0, 10, 0, 0, 1, 0, 1, 10]",1,0,"[38.0, 1.0, 0.0, 6.492342818832231, 0.0, 0.0, 1.0, 0.0, 0.0, 10.0]",0,True,False,64,214.675,0.7725,rf,0.10350765718116778,0.1517538285905839,0.8
compas,0,42,3,296,2,"[38, 1, 0, 10, 0, 0, 1, 0, 1, 10]",1,0,"[54.19211888930839, 1.0, 0.0, 1.3458934050919606, 0.0, 0.0, 1.0, 0.0, 1.0, 10.0]",0,True,False,64,217.682,0.7725,rf,0.02840059304528413,0.11420029652264208,0.8
compas,0,42,3,296,3,"[38, 1, 0, 10, 0, 0, 1, 0, 1, 10]",1,0,"[56.85708694859985, 1.0, 0.0, 1.4918256656087314, 0.0, 0.0, 1.0, 0.0, 1.0, 10.0]",0,True,False,64,216.294,0.7725,rf,0.031504621832683766,0.11575231091634189,0.8
compas,0,42,3,296,4,"[38, 1, 0, 10, 0, 0, 1, 0, 1, 10]",1,0,"[57.39357348050726, 1.0, 0.0, 1.4907257962629057, 0.0, 0.0, 1.0, 0.0, 1.0, 10.0]",0,True,False,64,215.558,0.7725,rf,0.03215997357020935,0.11607998678510469,0.8
compas,0,42,3,305,0,"[21, 1, 0, 0, 1, 0, 1, 0, 1, 8]",1,1,"[56.66388131111518, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 8.0]",0,True,False,64,229.188,0.7725,rf,0.04349253818428681,0.0717462690921434,0.9
compas,0,42,3,305,1,"[21, 1, 0, 0, 1, 0, 1, 0, 1, 8]",1,1,"[54.2704958805425, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 8.0]",0,True,False,64,228.793,0.7725,rf,0.04057377546407622,0.07028688773203812,0.9
compas,0,42,3,305,2,"[21, 1, 0, 0, 1, 0, 1, 0, 1, 8]",1,1,"[53.979295388799365, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 8.0]",0,True,False,64,228.938,0.7725,rf,0.04021865291316996,0.07010932645658498,0.9
compas,0,42,3,305,3,"[21, 1, 0, 0, 1, 0, 1, 0, 1, 8]",1,1,"[53.666071897423194, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 8.0]",0,True,False,64,228.552,0.7725,rf,0.039836673045638045,0.06991833652281902,0.9
compas,0,42,3,305,4,"[21, 1, 0, 0, 1, 0, 1, 0, 1, 8]",1,1,"[58.66090614424628, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 8.0]",0,True,False,64,229.102,0.7725,rf,0.04592793432225156,0.07296396716112578,0.9
compas,0,42,3,309,0,"[26, 1, 0, 13, 0, 0, 1, 0, 1, 1]",1,1,"[59.718377738014496, 1.0, 0.0, 5.023157853226961, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,216.615,0.7725,rf,0.04909681499801023,0.12454840749900511,0.8
compas,0,42,3,309,1,"[26, 1, 0, 13, 0, 0, 1, 0, 1, 1]",1,1,"[61.76496750792327, 1.0, 0.0, 5.200275414007486, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,217.589,0.7725,rf,0.051415538620045276,0.12570776931002264,0.8
compas,0,42,3,309,2,"[26, 1, 0, 13, 0, 0, 1, 0, 1, 1]",1,1,"[60.31252382419937, 1.0, 0.0, 5.08940728995119, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,216.277,0.7725,rf,0.04975513395907243,0.12487756697953623,0.8
compas,0,42,3,309,3,"[26, 1, 0, 13, 0, 0, 1, 0, 1, 1]",1,1,"[54.91143720870104, 1.0, 0.0, 1.0944125142462866, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,218.752,0.7725,rf,0.04716343774026718,0.1235817188701336,0.8
compas,0,42,3,309,4,"[26, 1, 0, 13, 0, 0, 1, 0, 1, 1]",1,1,"[55.452539482298775, 1.0, 0.0, 0.5605182624386527, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,217.33,0.7725,rf,0.048357212813535465,0.12417860640676774,0.8
compas,0,42,3,315,0,"[31, 0, 0, 7, 1, 0, 1, 0, 1, 1]",1,0,"[59.32062550610473, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,207.27,0.7725,rf,0.0415373481781765,0.12076867408908826,0.8
compas,0,42,3,315,1,"[31, 0, 0, 7, 1, 0, 1, 0, 1, 1]",1,0,"[59.42814490662311, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,206.731,0.7725,rf,0.04166846939832087,0.12083423469916044,0.8
compas,0,42,3,315,2,"[31, 0, 0, 7, 1, 0, 1, 0, 1, 1]",1,0,"[57.02390557035923, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,206.316,0.7725,rf,0.03873647020775517,0.11936823510387759,0.8
compas,0,42,3,315,3,"[31, 0, 0, 7, 1, 0, 1, 0, 1, 1]",1,0,"[58.07448577402034, 0.0, 0.0, 1.076909379777327, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,207.632,0.7725,rf,0.03894075619829626,0.11947037809914814,0.8
compas,0,42,3,315,4,"[31, 0, 0, 7, 1, 0, 1, 0, 1, 1]",1,0,"[59.44744124166017, 0.0, 0.0, 0.9989077472994184, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,206.483,0.7725,rf,0.040693093766920305,0.12034654688346016,0.8
compas,0,42,3,318,0,"[57, 1, 0, 27, 9, 1, 0, 0, 0, 9]",1,1,"[57.0, 1.0, 0.0, 4.8247726981476005, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0]",0,True,False,64,222.919,0.7725,rf,0.1221752273018524,0.16108761365092622,0.8
compas,0,42,3,318,1,"[57, 1, 0, 27, 9, 1, 0, 0, 0, 9]",1,1,"[57.0, 1.0, 0.0, 5.407722694547434, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0]",0,True,False,64,222.875,0.7725,rf,0.12159227730545258,0.1607961386527263,0.8
compas,0,42,3,318,2,"[57, 1, 0, 27, 9, 1, 0, 0, 0, 9]",1,1,"[57.0, 1.0, 0.0, 3.4979517821197903, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0]",0,True,False,64,223.909,0.7725,rf,0.1235020482178802,0.1617510241089401,0.8
compas,0,42,3,318,3,"[57, 1, 0, 27, 9, 1, 0, 0, 0, 9]",1,1,"[57.0, 1.0, 0.0, 4.970304463596854, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0]",0,True,False,64,223.115,0.7725,rf,0.12202969553640315,0.16101484776820157,0.8
compas,0,42,3,318,4,"[57, 1, 0, 27, 9, 1, 0, 0, 0, 9]",1,1,"[57.0, 1.0, 0.0, 12.801265861326298, 9.0, 1.0, 0.0, 0.0, 0.0, 9.62886058071852]",0,True,False,64,221.382,0.7725,rf,0.014251139187066912,0.10712556959353346,0.8
compas,0,42,3,319,0,"[25, 0, 0, 4, 46, 1, 1, 1, 1, 16]",1,1,"[53.76162949793082, 0.0, 0.0, 0.0, 46.0, 1.0, 1.0, 1.0, 1.0, 16.0]",0,True,False,64,194.005,0.7725,rf,0.03907515792430588,0.11953757896215295,0.8
compas,0,42,3,319,1,"[25, 0, 0, 4, 46, 1, 1, 1, 1, 16]",1,1,"[56.503860316411235, 0.0, 0.0, 0.0, 46.0, 1.0, 1.0, 1.0, 1.0, 16.0]",0,True,False,64,194.602,0.7725,rf,0.042419341849282,0.12120967092464101,0.8
compas,0,42,3,319,2,"[25, 0, 0, 4, 46, 1, 1, 1, 1, 16]",1,1,"[59.912571701820895, 0.0, 0.0, 4.0, 46.0, 1.0, 1.0, 1.0, 1.0, 16.0]",0,True,False,64,194.838,0.7725,rf,0.04257630695344011,0.07128815347672006,0.9
compas,0,42,3,319,3,"[25, 0, 0, 4, 46, 1, 1, 1, 1, 16]",1,1,"[60.94616468681083, 0.0, 0.0, 1.2361159510433013, 46.0, 1.0, 1.0, 1.0, 1.0, 16.0]",0,True,False,64,196.534,0.7725,rf,0.04660067025238454,0.12330033512619228,0.8
compas,0,42,3,319,4,"[25, 0, 0, 4, 46, 1, 1, 1, 1, 16]",1,1,"[53.30410254203965, 0.0, 0.0, 3.3292918169311236, 46.0, 1.0, 1.0, 1.0, 1.0, 16.0]",0,True,False,64,193.706,0.7725,rf,0.03518790640506845,0.11759395320253423,0.8
compas,0,42,3,321,0,"[38, 1, 0, 6, 205, 0, 1, 1, 1, 202]",1,0,"[38.0, 1.0, 0.0, 2.483961844851765, 205.0, 0.0, 1.0, 1.0, 0.0, 202.0]",0,True,False,64,186.759,0.7725,rf,0.10351603815514823,0.15175801907757414,0.8
compas,0,42,3,321,1,"[38, 1, 0, 6, 205, 0, 1, 1, 1, 202]",1,0,"[38.0, 1.0, 0.0, 2.47819507639242, 205.0, 0.0, 1.0, 1.0, 0.0, 202.0]",0,True,False,64,186.889,0.7725,rf,0.10352180492360759,0.1517609024618038,0.8
compas,0,42,3,321,2,"[38, 1, 0, 6, 205, 0, 1, 1, 1, 202]",1,0,"[38.0, 1.0, 0.0, 2.498150336379265, 205.0, 0.0, 1.0, 1.0, 0.0, 202.0]",0,True,False,64,186.173,0.7725,rf,0.10350184966362073,0.15175092483181038,0.8
compas,0,42,3,321,3,"[38, 1, 0, 6, 205, 0, 1, 1, 1, 202]",1,0,"[38.0, 1.0, 0.0, 2.4311213997721097, 205.0, 0.0, 1.0, 1.0, 0.0, 202.0]",0,True,False,64,187.853,0.7725,rf,0.1035688786002279,0.15178443930011395,0.8
compas,0,42,3,321,4,"[38, 1, 0, 6, 205, 0, 1, 1, 1, 202]",1,0,"[38.0, 1.0, 0.0, 2.4806308891536846, 205.0, 0.0, 1.0, 1.0, 0.0, 202.0]",0,True,False,64,186.373,0.7725,rf,0.10351936911084632,0.15175968455542316,0.8
compas,0,42,3,322,0,"[37, 1, 0, 24, 1, 0, 0, 0, 0, 19]",1,1,"[53.94896057605193, 1.0, 0.0, 3.468477934452041, 1.0, 0.0, 0.0, 0.0, 0.0, 19.0]",0,True,False,64,232.601,0.7725,rf,0.04120098618268447,0.12060049309134224,0.8
compas,0,42,3,322,1,"[37, 1, 0, 24, 1, 0, 0, 0, 0, 19]",1,1,"[57.219793386503056, 1.0, 0.0, 3.368857569723413, 1.0, 0.0, 0.0, 0.0, 0.0, 19.0]",0,True,False,64,231.143,0.7725,rf,0.04528942704796324,0.12264471352398162,0.8
compas,0,42,3,322,2,"[37, 1, 0, 24, 1, 0, 0, 0, 0, 19]",1,1,"[53.836631484340884, 1.0, 0.0, 3.464319013327372, 1.0, 0.0, 0.0, 0.0, 0.0, 19.0]",0,True,False,64,232.892,0.7725,rf,0.04106815840660054,0.12053407920330028,0.8
compas,0,42,3,322,3,"[37, 1, 0, 24, 1, 0, 0, 0, 0, 19]",1,1,"[53.42479290290722, 1.0, 0.0, 3.3357074581517154, 1.0, 0.0, 0.0, 0.0, 0.0, 19.0]",0,True,False,64,233.546,0.7725,rf,0.040694527789296116,0.12034726389464806,0.8
compas,0,42,3,322,4,"[37, 1, 0, 24, 1, 0, 0, 0, 0, 19]",1,1,"[54.20294664782864, 1.0, 0.0, 3.4232844077556916, 1.0, 0.0, 0.0, 0.0, 0.0, 19.0]",0,True,False,64,225.072,0.7725,rf,0.04155591882130363,0.12077795941065182,0.8
compas,0,42,3,328,0,"[25, 1, 0, 9, 0, 0, 0, 0, 0, 2]",1,1,"[54.41493508350274, 1.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.385926225301704]",0,True,False,64,227.414,0.7725,rf,0.03607069923849393,0.11803534961924697,0.8
compas,0,42,3,328,1,"[25, 1, 0, 9, 0, 0, 0, 0, 0, 2]",1,1,"[53.38961129317014, 1.0, 0.0, 1.4495353715384918, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0,True,False,64,225.126,0.7725,rf,0.04217194181525437,0.12108597090762718,0.8
compas,0,42,3,328,2,"[25, 1, 0, 9, 0, 0, 0, 0, 0, 2]",1,1,"[54.270587921334155, 1.0, 0.0, 1.4605428311819852, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0,True,False,64,223.845,0.7725,rf,0.043235296097274306,0.12161764804863716,0.8
compas,0,42,3,328,3,"[25, 1, 0, 9, 0, 0, 0, 0, 0, 2]",1,1,"[52.52277532429275, 1.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.204760870603554]",0,True,False,64,228.401,0.7725,rf,0.03391475689079349,0.11695737844539675,0.8
compas,0,42,3,328,4,"[25, 1, 0, 9, 0, 0, 0, 0, 0, 2]",1,1,"[56.30923579997115, 1.0, 0.0, 1.4951894566799964, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0,True,False,64,219.101,0.7725,rf,0.045686805421333604,0.12284340271066681,0.8
compas,0,42,3,334,0,"[48, 0, 3, 9, 87, 0, 0, 0, 0, 57]",1,0,"[48.0, 0.0, 3.0, 6.454207065918721, 87.0, 0.0, 0.0, 0.0, 0.0, 57.0]",0,True,False,64,200.719,0.7725,rf,0.0025457929340812788,0.05127289646704064,0.9
compas,0,42,3,334,1,"[48, 0, 3, 9, 87, 0, 0, 0, 0, 57]",1,0,"[48.0, 0.0, 3.0, 6.493906816408798, 87.0, 0.0, 0.0, 0.0, 0.0, 57.0]",0,True,False,64,200.635,0.7725,rf,0.002506093183591202,0.0512530465917956,0.9
compas,0,42,3,334,2,"[48, 0, 3, 9, 87, 0, 0, 0, 0, 57]",1,0,"[48.0, 0.0, 3.0, 6.460211530689419, 87.0, 0.0, 0.0, 0.0, 0.0, 57.0]",0,True,False,64,200.545,0.7725,rf,0.002539788469310581,0.05126989423465529,0.9
compas,0,42,3,334,3,"[48, 0, 3, 9, 87, 0, 0, 0, 0, 57]",1,0,"[48.0, 0.0, 3.0, 6.4799633884666505, 87.0, 0.0, 0.0, 0.0, 0.0, 57.0]",0,True,False,64,201.79,0.7725,rf,0.00252003661153335,0.05126001830576668,0.9
compas,0,42,3,334,4,"[48, 0, 3, 9, 87, 0, 0, 0, 0, 57]",1,0,"[48.0, 0.0, 3.0, 6.461285464626673, 87.0, 0.0, 0.0, 0.0, 0.0, 57.0]",0,True,False,64,200.767,0.7725,rf,0.002538714535373327,0.051269357267686666,0.9
compas,0,42,3,336,0,"[25, 1, 0, 5, 118, 0, 0, 0, 0, 85]",1,1,"[59.76576820145031, 1.0, 0.0, 2.4961227671140453, 118.0, 0.0, 0.0, 0.0, 0.0, 85.0]",0,True,False,64,211.073,0.7725,rf,0.044901155527337554,0.12245057776366879,0.8
compas,0,42,3,336,1,"[25, 1, 0, 5, 118, 0, 0, 0, 0, 85]",1,1,"[59.583944564024335, 1.0, 0.0, 2.494146043387782, 118.0, 0.0, 0.0, 0.0, 0.0, 85.0]",0,True,False,64,210.997,0.7725,rf,0.04468139610786141,0.12234069805393072,0.8
compas,0,42,3,336,2,"[25, 1, 0, 5, 118, 0, 0, 0, 0, 85]",1,1,"[59.551560708758025, 1.0, 0.0, 2.4958677760183674, 118.0, 0.0, 0.0, 0.0, 0.0, 85.0]",0,True,False,64,211.088,0.7725,rf,0.0446401818688085,0.12232009093440425,0.8
compas,0,42,3,336,3,"[25, 1, 0, 5, 118, 0, 0, 0, 0, 85]",1,1,"[59.76535021130277, 1.0, 0.0, 2.4542651701453506, 118.0, 0.0, 0.0, 0.0, 0.0, 85.0]",0,True,False,64,211.832,0.7725,rf,0.04494250338022388,0.12247125169011194,0.8
